date,text
26.09.2014," Минэкономразвития дает ""Газпрому"" право на предоставление скидки к цене ФСТ с 2015 г., следует из макропрогноза ведомства. Из документа следует, что в 2015 г. ""Газпром"" сможет предоставлять дисконт к регулируемой оптовой цене на газ в размере 2,5 %, в 2016 г. - 5%.
 ""Газпром"" впервые готов предоставлять авансы трубным компаниям, но взамен требует от них скидки за поставки. Это специальные условия для главного российско-китайского проекта, газопровода ""Сила Сибири"" стоимостью около 1,5 трлн руб. Сами трубники считают договоренности выгодными, но аналитики опасаются снижения маржинальности продаж по проекту до нуля."
25.09.2014," Счетная палата собирается проверить ""Газпром"" и РЖД до конца года, сообщила председатель ведомства Татьяна Голикова. Она уточнила, что проверка РЖД уже началась. ""Газпром"" начнут проверять в октябре. Результаты будут обнародованы в начале 2015 г.
 ""Газпром"" зарегистрировал дочернюю структуру ""Газпром межрегионгаз поставка"", которая будет обеспечивать поставки газа по итогам биржевых газовых торгов. Об этом сообщил начальник управления распределения газа и топливных режимов ""Газпрома"" Геннадий Сухов. Компания зарегистрирована в Петербурге. Она будет обеспечивать взаимодействие между биржей и газотранспортной системой ""Газпрома""."
24.09.2014," ""Газпром"" изучает возможность привлечения проектного финансирования от российских банков для проекта ""Владивосток СПГ"", сообщил замглавы департамента управления проектами ""Газпрома"" Виктор Тимошилов на пресс-конференции в рамках конференции ""Нефть и газ Сахалина 2014"".
 ""Газпром энергохолдинг"" (ГЭХ) надеется провести в 2016 году IPO 5-10% акций. Деньги нужны для погашения долгов перед ""Газпромом"". Но для размещения компании необходима уверенность в том, как будет развиваться отрасль. Кроме того, ГЭХ пока не собирается переходить на единую акцию, что, по мнению аналитиков, может привести к дисконту при IPO до 30-40%."
23.09.2014," «Роснефть» и «Газпром» продолжают конфликтовать друг с другом по поводу реализации конкурирующих СПГ-проектов на Дальнем Востоке. Правительство пока занимает осторожную позицию, обещая определиться с тем, какой из проектов считать приоритетным, лишь в следующем году."
19.09.2014," «Газпром» планирует получить листинг в Гонконге, заявил зампред правления монополии Андрей Круглов. Компания уже ведет переговоры с Гонконгской биржей. Цель листинга — расширение круга инвесторов, а не привлечение заимствований, хотя не исключается и это, в частности выпуск облигаций, номинированных в юанях, сообщил топ-менеджер."
18.09.2014," ""Газпром"" и правительство Республики Сербской договорились о создании совместного предприятия для строительства ответвления от газопровода ""Южный поток"" в пропорции 60% на 40% соответственно, сообщил лидер боснийских сербов, президент Республики Сербской Милорад Додик на встрече в Кремле с президентом Владимиром Путиным.
 ЛУКОЙЛ и «Газпром» проявляют интерес к вложениям как в добычу углеводородов в Мексике, так и в электроэнергетику страны. Этот интерес, объясняют мексиканцы, возник после того, как летом в стране была утверждена энергореформа, либерализирующая доступ иностранцев на рынки нефти, газа и электроэнергии.
 Россия разъяснила позицию, которой она будет придерживаться в ходе нового раунда переговоров с ЕС по газу и украинской проблеме. ""Газпром"" готов пойти на сокращение добычи и потерю части выручки ради того, чтобы как минимум до зимы держать европейских потребителей на ""холодном пайке"", тем самым мешая им поставлять газ реверсом на Украину. Одновременно ""Газпром"" готовит альтернативу ЕС как рынку сбыта, договариваясь с Китаем о поставке до 100 млрд кубометров в год по ""западному маршруту""."
17.09.2014," ""Газпром"" планирует подписать с КНР соглашение о поставках газа по западному маршруту, заявил глава компании Алексей Миллер."
16.09.2014," ОАО ""СТГ"", входящее в группу ""Стройтрансгаз"", мажоритарным владельцем которой является бизнесмен Геннадий Тимченко, купило 49% в уставном капитале ООО ""СТГ-эко"". ""СТГ-эко"" занимается природоохранными работами в промышленном секторе экономики. В пресс-релизе ""СТГ-эко"" о сделке говорится, что 51% принадлежит физическим лицам, в том числе создателю и гендиректору компании Александру Рабиновичу - 49%. Сумма сделки не раскрывается."
15.09.2014," ""Новатэк"" объявил о запуске ""Северэнергией"" (СП ""Новатэка"" и ""Газпром нефти"") третьей очереди на Самбургском газоконденсатном месторождении, говорится в сообщении газовой компании. Мощность третьей очереди составляет 2 млрд куб. м газа в год. Общая добыча на месторождении достигнет после этого запуска 7 млрд куб. м в год и более 900 000 т газового конденсата в год. Таким образом месторождение выйдет на проектную мощность.
 Сербия и ""Газпром нефть"" не ведут активного диалога о пересмотре условий сделки по NIS, сообщил первый заместитель генерального директора ""Газпром нефти"" Вадим Яковлев.
 Сербия и ""Газпром нефть"" не ведут активного диалога о пересмотре условий сделки по NIS, сообщил первый заместитель генерального директора ""Газпром нефти"" Вадим Яковлев."
12.09.2014," ""Газпром"" обсуждает увеличение инвестиционной программы 2014 г. по освоению на 221 млрд руб. - с 806 млрд до 1027 млрд руб., сообщил ""Интерфаксу"" источник, знакомый с ситуацией. По финансированию инвестпрограмма может увеличиться на 154 млрд руб. - с 779 млрд до 933 млрд руб.
 «Газпром» может принять участие в строительстве газопровода между Мексикой и Гватемалой, а также в его частичном финансировании. Газопровод стоимостью $0,8–1,2 млрд должен заработать уже в 2016 году.
 ""Газпром"" продолжает саботировать повышенные заявки европейских потребителей газа: вслед за Польшей вчера он не полностью выполнил заявки Словакии. Эта политика уже привела к остановке реверса газа на Украину из Польши, Словакия пока только сократила объемы реверса. В Киеве уже заявили, что Россия использует энергетическое оружие. По мнению европейских экспертов, если в ЕС будут уверены, что ""Газпром"" целенаправленно атакует реверс на Украину, они могут ужесточить свою позицию по отношению к компании."
11.09.2014," ""Газпром"" ожидает экспорт газа в дальнее зарубежье в 2014 г. в размере 157 млрд куб. м после 162 млрд куб. м в 2013 г.
 ""Газпром"" продемонстрировал, как он может эффективно влиять на реверсные поставки газа Украине из Европы. Под предлогом нехватки газа для закачки в хранилища в России монополия отказалась поставить дополнительные объемы Польше, потребовавшиеся ей из-за небольшого похолодания. В результате Варшава была вынуждена отказаться от реверса, и возобновление под вопросом. Кроме угрозы Киеву это еще и сигнал Брюсселю о необходимости активизации решения украинской газовой проблемы."
10.09.2014," ЕС всерьез готовится к перебоям с поставками газа из России и намерен при необходимости ввести ручное управление отраслью, следует из документа, с которым ознакомился ""Ъ"". Пока Европа не готова к прекращению закупок у ""Газпрома"", планируя в среднесрочной перспективе снижать зависимость от импорта трубопроводного газа за счет приобретения СПГ по спотовым ценам. Впрочем, по мнению экспертов, даже в этом случае газ обойдется европейцам дороже, чем продает сейчас ""Газпром""."
08.09.2014," ОАО ""ТЭК Мосэнерго"", подконтрольное братьям Аркадию и Борису Ротенбергам, получило контракт на выполнение проектных и изыскательских работ по Грозненской ТЭС. Как говорится в материалах базы данных ""СПАРК-маркетинга"", компания выполнит работы за 659,561 млн руб. с НДС при начальной цене лота 660,8 млн руб. Заказчиком контракта является структура ООО ""Газпром энергохолдинга"" (ГЭХ) - ООО ""Центрэнергоинвест""."
03.09.2014," ""Газпром"" не оставляет попыток продолжить реализацию проекта газопровода South Stream, остановить который активно пытается Евросоюз. Монополия обсуждает с Болгарией изменение статуса морского участка South Stream на ""промысловый"" и допуск в него газа с шельфа Черного моря. Это позволит Софии говорить о выполнении требований Третьего энергопакета и даст достроить морскую часть газопровода, сведя на нет претензии Брюсселя."
02.09.2014," Федеральная служба по тарифам (ФСТ) внесла в правительство проект постановления, согласно которому ""Газпром"" получит право предоставлять скидки в размере до 15% к регулируемой цене газа определенным категориям потребителей, сообщили ""Интерфаксу"" в службе."
01.09.2014," ""Газпром"" готов в ноябре подписать с китайской CNPC контракт о поставках газа в Китай по западному маршруту, заявил глава ""Газпрома"" Алексей Миллер. ""Если ""Газпром"" будет очень плотно работать с CNPC, ""Газпром"" готов это делать, мы в ноябре месяце на встрече лидеров наших государств могли бы подписать контракт"", - заметил он.
 ""Газпром нефть"" начала коммерческую добычу и отгрузку нефти с иракского месторождения Бадра, сообщила компания. Сырье в объеме более 15 000 баррелей в сутки поступает в трубопроводную систему Ирака для отправки на экспортный терминал в городе Басра (Персидский залив).
 ""Газпром нефть"" начала коммерческую добычу и отгрузку нефти с иракского месторождения Бадра, сообщила компания. Сырье в объеме более 15 000 баррелей в сутки поступает в трубопроводную систему Ирака для отправки на экспортный терминал в городе Басра (Персидский залив).
 ""Газпром"" может резко увеличить инвестиции в развитие купленной за $1 газотранспортной системы (ГТС) Киргизии, построив за 45 млрд руб. трубу для снабжения газом юга страны, заявил президент Киргизии Алмазбек Атамбаев. Также компания с октября снизит цену на газ для севера Киргизии на треть, до уровня Белоруссии. При низком потреблении газа в Киргизии окупаемость трубы под вопросом, но, по мнению аналитиков, действия ""Газпрома"" теснее привяжут Киргизию к России и Таможенному союзу."
30.08.2014," Россия и ЕС провели первые газовые переговоры после перевода Украины на предоплату, принципиально согласовав позицию, которой они будут придерживаться на переговорах с Киевом. ""Газпром"" согласился установить для ""Нафтогаза Украины"" временную цену $385 за 1 тыс. кубометров и возобновить поставки при условии оплаты долга. Украинские власти соглашаться на такой вариант не спешат."
28.08.2014," Казахстан предложил ""Газпрому"" реализовать ""западный маршрут"" поставки газа в Китай, проложив газопровод по своей территории. ""Газпром"" пока отнесся к идее без энтузиазма. По мнению аналитиков, предложение Казахстана не выглядит слишком привлекательным, в первую очередь из-за слабых экспортных перспектив: рыночная ниша в Западном Китае уже занята туркменским газом."
27.08.2014," ООО ""Гроссманн Рус"", совладельцем которого является германская Ingenieurburo R.Grossmann, и ООО ""Стройтрансгаз-М"", входящее в группу Геннадия Тимченко, объединились в консорциум для участия в тендере НК ""Роснефть"" на проектирование и строительство нового комплекса по отгрузке светлых нефтепродуктов на ""Комсомольском НПЗ"".
 Цены на газ ""Газпрома"" в Европе в ближайшие два-три года упадут более чем на четверть — такой сценарий Минэкономики заложило при подготовке бюджета. Этот эффект даст пересмотр контрактов с европейскими потребителями, в особенности переход на индексацию части объемов по спотовым ценам. Если прогноз Минэкономики оправдается, ""Газпром"" может уже в этом году недосчитаться $4 млрд экспортной выручки. Аналитики допускают возможность снижения цен ""Газпрома"" при продажах в дальнее зарубежье в ближайшие годы, но полагают, что оно будет совсем не таким резким."
20.08.2014," ОАО ""Газпром"" выдвинуло заместителя председателя правления компании Александра Медведева на пост президента Мирового газового союза на период с 2018 по 2021 г. от Российской Федерации. Об этом говорится в сообщении компании."
14.08.2014," Федеральная антимонопольная служба (ФАС) России намерена в ближайшие дни возбудить дело против Sakhalin Energy (основные акционеры ""Газпром"" и Shell) за отказ подключить ""Роснефть"" к трубопроводу проекта ""Сахалин-2"". ""Дело будет возбуждено сегодня или завтра"", - сказал официальный представитель ФАС.
 ""Ъ"" стали известны подробности плана запуска биржевых торгов газом, которые должны стартовать уже 24 октября. Одной из ключевых проблем для ведомств стали объемы торгов: ""Газпром"" могут обязать направлять на биржу не менее 5% от объема поставок на внутренний рынок, такой же объем требуется от независимых производителей, но у регуляторов пока нет формальных инструментов, чтобы гарантировать предложение.
 ""Газпром"" впервые с кризисного 2008 года показал в отчетности по РСБУ квартальный убыток в 7,5 млрд руб. (во втором квартале 2014 года). Основной причиной стали долги Украины за газ, на которые монополия начислила резерв в 180 млрд руб. По оценкам аналитиков, в результате дивиденды ""Газпрома"" в 2014 году могут сократиться на 10%, даже при росте финансовых показателей во втором полугодии."
13.08.2014," ""Газпром"" планирует в 2014 г. добыть 463 млрд кубометров газа по сравнению с 487,4 млрд куб. м, добытыми в 2013 г., следует из отчетности компании по РСБУ за II квартал 2014 г.
 ""Нафтогаз Украины"" официально предупредил Европу о рисках транзита через Украину и предложил закупать газ на границе с Россией, следует из  компании. ""Перенос закупки газа европейскими компаниями с западной границы Украины на западную границу России позволит обеспечить надежный транзит газа в ЕС и в конечном итоге гарантировать энергетическую безопасность стран Евросоюза. Передавая покупателям свой газ на границе с Украиной, ""Газпром"" лишится возможности угрожать европейцам остановкой поставок, используя как повод необоснованные обвинения Украины в несанкционированном отборе"", - говорится в сообщении."
12.08.2014," Дивиденды «Газпром нефти» за первое полугодие могут вырасти на 13%, настолько же — до 88 млрд руб.— увеличилась и чистая прибыль компании по МСФО. В «Газпром нефти» уверяют, что санкции никак не влияют на ее деятельность, но существенно наращивать инвестиции не собираются: в 2015 году они останутся на текущем уровне — $9,5 млрд.
 ""Газпром нефть"" связывает расследование о продаже NIS с состоянием инвестклимата в Сербии, заявил в ходе телефонной конференции первый заместитель гендиректора ""Газпром нефти"" Вадим Яковлев. Он добавил, что расследование по NIS напрямую менеджмент ""Газпром нефти"" не затрагивает.
 ""Газпром нефть"" связывает расследование о продаже NIS с состоянием инвестклимата в Сербии, заявил в ходе телефонной конференции первый заместитель гендиректора ""Газпром нефти"" Вадим Яковлев. Он добавил, что расследование по NIS напрямую менеджмент ""Газпром нефти"" не затрагивает.
 ""Газпром нефть"" поддерживает последнюю версию ""налогового маневра"", сообщил в ходе телеконференции финдиректор компании Алексей Янкевич.
 ""Газпром нефть"" поддерживает последнюю версию ""налогового маневра"", сообщил в ходе телеконференции финдиректор компании Алексей Янкевич.
 ""Газпром нефть"" не пересматривает планы развития компании из-за секторальных санкций США и ЕС, введенных в отношении России.
 ""Газпром нефть"" не пересматривает планы развития компании из-за секторальных санкций США и ЕС, введенных в отношении России.
 Сербия начнет расследование обстоятельств приватизации сербской Naftna Industrija Srbija (NIS), контрольный пакет которой в 2008 году приобрела «Газпром нефть». Расследование, по информации сербских СМИ, касается цены покупки компании — €400 млн. В Минэнерго РФ пока не предвидят юридических вопросов к сделке.
 Сербия начнет расследование обстоятельств приватизации сербской Naftna Industrija Srbija (NIS), контрольный пакет которой в 2008 году приобрела «Газпром нефть». Расследование, по информации сербских СМИ, касается цены покупки компании — €400 млн. В Минэнерго РФ пока не предвидят юридических вопросов к сделке.
 Чистая прибыль ""Газпром нефти"" по МСФО в первом полугодии 2014 г. выросла на 12,9% по сравнению с аналогичным периодом 2013 г. и составила 87,6 млрд руб., говорится в сообщении компании. Чистая прибыль компании за II квартал составила 49,783 млрд руб.
 Украина может использовать санкции против ""Газпрома"" для радикального пересмотра механизма поставок российского газа в Европу. В Киеве полагают, что в случае запрета ""Газпрому"" транспортировать газ в Европу через Украину транзитом займутся европейские компании. В результате ""Газпром"" будет отдавать газ на границе с Украиной, что позволит Киеву наладить виртуальный реверс. Потребители в ЕС и эксперты к украинской идее относятся пока скептически."
11.08.2014," Газпромбанк (ГПБ), подпавший под санкции США и ЕС, полностью погасил трехлетний синдицированный кредит на $1,2 млрд, говорится в сообщении кредитной организации."
08.08.2014," В первом полугодии чистая прибыль по МСФО ""Славнефти"", которая на паритетных началах принадлежит ""Роснефти"" и ""Газпром нефти"", выросла в годовом исчислении в 2,8 раза до 7,535 млрд руб. Во II квартале прибыль компании выросла в 12 раз и составила 6,522 млрд руб.
 ""Газпром"" и ЛУКОЙЛ приблизились к получению новой лицензии на месторождение Центральный на каспийском шельфе, освоение которого уже шесть лет буксует из-за бюрократических препон. Правительство РФ одобрило изменения соглашения с Казахстаном, которые позволяют российским компаниям вместе с ""Казмунайгазом"" получить ""сквозную"" лицензию на месторождение, в том числе право на геологоразведку на семь лет. Но у проекта появилась новая проблема: из-за западных санкций технологические перспективы разработки участка оказались под вопросом. Именно на Каспии эффект санкций может проявиться быстро и остро."
07.08.2014," Государство начало демонстрировать, как оно поддержит госбанки, попавшие под западные санкции. В список банков, которые получат возможность конвертировать в акции субординированные кредиты ВЭБа, выданные в рамках антикризисной поддержки еще шесть лет назад, помимо группы ВТБ и Россельхозбанка войдет Газпромбанк. В условиях сокращения возможностей заимствований на внешних рынках увеличение капитала Газпромбанка на 40 млрд руб. с одновременным уменьшением долговой нагрузки на ту же сумму очень своевременно, считают эксперты."
06.08.2014," Медиахолдинг ""Газпром-медиа"" отказался продать свои 66% в ""Эхе Москвы"" миноритариям. Об этом ИТАР-ТАСС сообщил главный редактор и акционер радиостанции Алексей Венедиктов. Он сказал, что 6 августа обсудил это предложение миноритариев с председателем правления ""Газпром-медиа"" Михаилом Лесиным. ""Михаил Лесин как глава мажоритарного акционера сказал, что ""Газпром-медиа"" не намерен продавать свою долю в ""Эхе Москвы"". Встреча носила неформальный характер, поэтому официальных уведомлений на запрос о поиске оценщика мы пока не получили"", - сказал Венедиктов."
05.08.2014," Еврокомиссар по энергетике Гюнтер Эттингер готов продолжить посредничество в газовых переговорах России и Украины: в конце августа он посетит российскую столицу, чтобы обсудить украинский вопрос с министром энергетики России Александром Новаком и председателем правления ОАО ""Газпром"" Алексеем Миллером, пишет Frankfurter Allgemeine Zeitung (FAZ)."
31.07.2014," ""Газпром"" подвел итоги тендера на закупку труб большого диаметра в текущем году на сумму 34,629 млрд руб. (с НДС). Как сообщается в материалах компании, из 23 лотов 12 получил дистрибутор Ивана Шабалова ООО ""Трубные инновационные технологии"" на 11,924 млрд руб. (34%) общего объема закупки.
 Выставить кандидатуры на конкурс по выбору будущего национального измерителя телеаудитории решили ""несколько больше"" компаний, чем ожидал оргкомитет, учрежденный ""Первым каналом"", ВГТРК и ""Газпром-медиа"". Претендентов оказалось восемь: составить конкуренцию действующему поставщику рейтингов TNS Russia готовы в том числе международные компании Nielsen и GfK. Победитель будет оказывать серьезное влияние на рынок телерекламы объемом более 150 млрд руб. в год.
 Спустя девять лет судебных разбирательств американская Joy Lud Тимура Сапира смогла получить долг с ОАО ""Газпром нефть-МНПЗ"". Это произошло благодаря решению президиума Высшего арбитражного суда (ВАС), который запретил приставам оценивать и продавать на торгах исполнительные листы. Такая оценка может быть занижена, и взыскатель не получит присужденную сумму, указал президиум, признав сделки по перепродаже долга МНПЗ перед Joy Lud ничтожными.
 Спустя девять лет судебных разбирательств американская Joy Lud Тимура Сапира смогла получить долг с ОАО ""Газпром нефть-МНПЗ"". Это произошло благодаря решению президиума Высшего арбитражного суда (ВАС), который запретил приставам оценивать и продавать на торгах исполнительные листы. Такая оценка может быть занижена, и взыскатель не получит присужденную сумму, указал президиум, признав сделки по перепродаже долга МНПЗ перед Joy Lud ничтожными."
30.07.2014," Украина, которая уже судится с ""Газпромом"" в арбитраже Стокгольма по контракту на поставку газа, готова оспорить в суде и контракт на транзит российского газа в Европу. ""Нафтогаз Украины"" предложил ""Газпрому"" пересмотреть контракт и, в частности, перенести пункты сдачи газа на российско-украинскую границу, повысить плату за транзит и ввести для ""Газпрома"" обязательства по прокачке. Эксперты полагают, что Киев использует политическую ситуацию для оказания максимального давления на ""Газпром"" и создает для себя возможность не исполнять транзитные обязательства.
 В условиях практически закрытых внешних долговых рынков для российских корпоративных заемщиков внутренний долговой рынок также испытывает давление. Среди эмитентов, вынужденных потратить несколько недель на исправление проспекта эмиссии в соответствии с новыми правилами, оказался один из крупнейших игроков рынка — Газпромбанк."
29.07.2014," ООО ""Газпром межрегионгаз Ярославль"" ограничило с 29 июля поставки газа на Ярославские ТЭЦ-1, -2, -3, работающие в составе ОАО ""ТГК-2"".
 ВЭБ, Газпромбанк, ""Роснефть"" и ""Новатэк"" смогут воспользоваться ранее открытыми долгосрочными кредитными линиями американских банков, несмотря на санции, разъяснил американский минфин. 16 июля этим организациям был закрыт доступ к получению кредитов на срок свыше 90 дней. ""Если американское лицо подписало соглашение об открытии долгосрочной кредитной линии или предоставлении кредита до даты введения санкций, предоставление средств со сроком погашения до 90 дней разрешено. Выборка кредитных линий со сроком погашения более 90 дней не запрещена, если условия выборки (включая сроки погашения, процентную ставку и максимальный объем выборки) прописаны в контракте до даты вступления в силу санкций и не менялись с того момента"", - говорится в разъяснениях министерства.
 ""Нафтогаз Украины"" направил ""Газпрому"" письмо с предложениями о пересмотре контракта об объемах и условиях транзита природного газа через территорию страны с 2009 по 2019 г., сообщил председатель правления украинского госхолдинга Андрей Коболев. ""На этой неделе мы направили письмо в ""Газпром"" с требованием сменить транзитный контракт. Этот процесс также начат"", - ссылается ""Интерфакс"" на эфир программы ""Свобода слова"" на ICTV в понедельник вечером.
 Как стало известно ""Ъ"", права на долю в крупнейшем ТЗК петербургского аэропорта Пулково предъявил его якобы бывший совладелец Максим Фрейдзон. В иске, поданном в США, бизнесмен утверждает, что его собственность незаконно отобрали ""известные преступники"", а затем она досталась структурам ЛУКОЙЛа и ""Газпром нефти"". Теперь господин Фрейдзон требует от компаний более $540 млн. Источники ""Ъ"", впрочем, говорят, что он был совладельцем другой компании, а юристы сомневаются в перспективах иска."
28.07.2014," Чистая прибыль ОАО ""Газпром нефть"" по РСБУ в первом полугодии 2014 г. выросла по сравнению с аналогичным периодом 2013 г. на 34% - до 47,502 млрд руб., говорится в отчете компании.
 Чистая прибыль ОАО ""Газпром нефть"" по РСБУ в первом полугодии 2014 г. выросла по сравнению с аналогичным периодом 2013 г. на 34% - до 47,502 млрд руб., говорится в отчете компании.
 ""Газпром"" официально подтвердил переезд части сотрудников головной компании в Санкт-Петербург в бизнес-центр Electro на Московском проспекте, 156. Монополия опубликовала тендер на ""оказание услуг по мойке автомобилей в Санкт-Петербурге для нужд филиала ОАО ""Газпром"" - ""Автопредприятие ОАО ""Газпром"". Услуги должны быть оказаны в 2014 г."
25.07.2014," Уход лояльного Москве правительства Болгарии может стать серьезной проблемой для ""Газпрома"" и проекта газопровода South Stream. До октября страной будет управлять техническое правительство, не имеющее достаточных полномочий для серьезных решений, а затем к власти может прийти проевропейская оппозиция. В результате ""Газпром"" рискует не успеть ввести South Stream к концу 2015 года."
23.07.2014," Для реализации крупного проекта Восточного нефтехимического комплекса (ВНХК) ""Роснефти"", рентабельность которого до сих пор неочевидна, госмонополиям придется менять свои инвестпрограммы. Помочь в строительстве инфраструктуры для ВНХК Владимир Путин поручил ОАО РЖД, ""Газпрому"" и Федеральной сетевой компании (ФСК). Но у ОАО РЖД и ФСК на это денег нет, а ""Газпром"" еще ждет решения по поводу строительства третьей очереди ВНХК."
22.07.2014," Структура «Газпрома» «Газпром нефтехим Салават» (ГНС) не смогла продать принадлежащее ей ОАО «Мелеузовские минудобрения». На него не нашлось ни одного претендента, хотя до этого интерес проявляли структуры Сибирского делового союза и бизнесмена Владимира Осипенко. Начальная цена актива составляла всего 200 млн руб., но новому владельцу пришлось бы вернуть ГНС еще 1,7 млрд руб. долга завода перед компанией. На рынке сомневаются, что «Мелеузовские минудобрения» стоят так дорого с учетом низких цен почти на все виды удобрений и нестабильной ситуации на рынке."
